Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,68.43000030517578,69.4800033569336,67.8499984741211,68.4000015258789,50.82475280761719,12908400
2007-01-04,69.4800033569336,71.87000274658203,68.97000122070312,71.33000183105469,53.00189208984375,16000900
2007-01-05,71.33999633789062,72.08000183105469,71.01000213623047,71.5,53.128204345703125,10462000
2007-01-08,71.62999725341797,71.88999938964844,70.79000091552734,70.93000030517578,52.70466995239258,6747100
2007-01-09,71.16999816894531,71.68000030517578,70.66999816894531,71.2699966430664,52.95732879638672,7165200
2007-01-10,70.9000015258789,71.23999786376953,70.69999694824219,71.04000091552734,52.78639602661133,5780600
2007-01-11,71.16000366210938,72.20999908447266,70.73999786376953,71.91000366210938,53.43285369873047,6872600
2007-01-12,72.0199966430664,73.56999969482422,72.0,73.2699966430664,54.44340133666992,10115000
2007-01-16,73.4000015258789,73.58000183105469,72.7699966430664,73.5,54.61432647705078,5465400
2007-01-17,73.5,74.08000183105469,73.19999694824219,73.93000030517578,54.93383026123047,6535100
2007-01-18,74.0999984741211,74.3499984741211,73.36000061035156,73.69000244140625,54.75550079345703,7544100
2007-01-19,73.94000244140625,74.55999755859375,73.75,74.25,55.17160415649414,6791700
2007-01-22,75.75,76.94999694824219,75.51000213623047,75.8499984741211,56.360477447509766,16810600
2007-01-23,75.23999786376953,75.8499984741211,74.3499984741211,74.5999984741211,55.431663513183594,11220700
2007-01-24,74.44999694824219,75.13999938964844,74.0,75.13999938964844,55.832908630371094,7198900
2007-01-25,74.83000183105469,75.01000213623047,74.31999969482422,74.8499984741211,55.61745071411133,10974200
2007-01-26,71.69000244140625,71.88999938964844,70.91999816894531,71.5,53.128204345703125,30276300
2007-01-29,71.19999694824219,71.30000305175781,69.86000061035156,69.97000122070312,51.991336822509766,13797900
2007-01-30,70.68000030517578,71.12999725341797,70.2300033569336,70.33000183105469,52.258846282958984,11686000
2007-01-31,70.4000015258789,70.56999969482422,69.9000015258789,70.37000274658203,52.28855514526367,8537800
2007-02-01,70.19000244140625,70.25,69.0199966430664,69.48999786376953,51.634666442871094,13779600
2007-02-02,69.68000030517578,70.01000213623047,69.4000015258789,69.44999694824219,51.60493850708008,10115500
2007-02-05,69.44000244140625,70.20999908447266,69.05000305175781,69.83999633789062,51.89474105834961,9181200
2007-02-06,70.33000183105469,70.48999786376953,69.2300033569336,69.66000366210938,51.760990142822266,9683100
2007-02-07,69.30000305175781,70.25,69.30000305175781,70.0,52.01362991333008,7881100
2007-02-08,69.58999633789062,70.38999938964844,69.55000305175781,69.77999877929688,51.85015106201172,8879900
2007-02-09,69.94999694824219,70.08999633789062,69.0,69.05000305175781,51.3077507019043,10375300
2007-02-12,69.41000366210938,69.52999877929688,68.41999816894531,68.48999786376953,50.891632080078125,6831800
2007-02-13,68.7300033569336,68.9800033569336,68.5,68.80000305175781,51.1219596862793,6197000
2007-02-14,68.72000122070312,69.11000061035156,68.68000030517578,68.80000305175781,51.1219596862793,10553100
2007-02-15,68.69999694824219,68.91999816894531,67.91000366210938,68.27999877929688,50.73558044433594,11571400
2007-02-16,68.22000122070312,68.48999786376953,65.94000244140625,66.7300033569336,49.58385467529297,30258500
2007-02-20,66.6500015258789,67.18000030517578,66.25,66.3499984741211,49.301490783691406,17507200
2007-02-21,66.01000213623047,67.62000274658203,65.72000122070312,67.41000366210938,50.08913040161133,16658300
2007-02-22,66.83999633789062,67.41000366210938,66.62000274658203,66.73999786376953,49.59127426147461,14397900
2007-02-23,66.5,67.5,65.95999908447266,66.2300033569336,49.212337493896484,19424100
2007-02-26,66.1500015258789,66.5,65.95999908447266,66.19999694824219,49.19002151489258,10838300
2007-02-27,65.3499984741211,65.5199966430664,63.86000061035156,64.25,47.74106979370117,22702700
2007-02-28,65.0,65.22000122070312,64.1500015258789,64.26000213623047,47.748504638671875,16460200
2007-03-01,62.400001525878906,62.88999938964844,61.40999984741211,61.70000076293945,45.846282958984375,38347100
2007-03-02,62.11000061035156,62.45000076293945,61.400001525878906,61.75,45.88344955444336,21136500
2007-03-05,61.619998931884766,63.150001525878906,61.099998474121094,62.15999984741211,46.18810272216797,17479100
2007-03-06,62.290000915527344,62.65999984741211,61.70000076293945,62.29999923706055,46.292118072509766,12493100
2007-03-07,62.08000183105469,62.54999923706055,61.720001220703125,62.02000045776367,46.084068298339844,13249900
2007-03-08,62.209999084472656,62.40999984741211,61.630001068115234,62.16999816894531,46.195533752441406,11067900
2007-03-09,62.2400016784668,62.31999969482422,60.04999923706055,60.86000061035156,45.222137451171875,24677400
2007-03-12,59.83000183105469,60.720001220703125,59.029998779296875,60.68000030517578,45.08839416503906,28068400
2007-03-13,60.040000915527344,61.619998931884766,60.0099983215332,60.38999938964844,44.872894287109375,21774000
2007-03-14,60.36000061035156,60.689998626708984,59.63999938964844,60.689998626708984,45.09581756591797,14261600
2007-03-15,60.54999923706055,60.939998626708984,59.790000915527344,60.0099983215332,44.59056091308594,11285600
2007-03-16,60.02000045776367,60.459999084472656,59.209999084472656,59.29999923706055,44.0629768371582,14396900
2007-03-19,59.75,59.75,59.0,59.13999938964844,43.94408416748047,12355200
